D:\data\IMG\center_2020_04_10_17_14_54_415.jpg, D:\data\IMG\left_2020_04_10_17_14_54_415.jpg, D:\data\IMG\right_2020_04_10_17_14_54_415.jpg, 0, 0.0321432, 0, 0.004708126
D:\data\IMG\center_2020_04_10_17_14_54_516.jpg, D:\data\IMG\left_2020_04_10_17_14_54_516.jpg, D:\data\IMG\right_2020_04_10_17_14_54_516.jpg, 0, 0.3353679, 0, 0.280098
D:\data\IMG\center_2020_04_10_17_14_54_618.jpg, D:\data\IMG\left_2020_04_10_17_14_54_618.jpg, D:\data\IMG\right_2020_04_10_17_14_54_618.jpg, 0, 0.632824, 0, 0.8406868
D:\data\IMG\center_2020_04_10_17_14_54_720.jpg, D:\data\IMG\left_2020_04_10_17_14_54_720.jpg, D:\data\IMG\right_2020_04_10_17_14_54_720.jpg, -0.1348878, 0.9272248, 0, 1.803069
D:\data\IMG\center_2020_04_10_17_14_54_821.jpg, D:\data\IMG\left_2020_04_10_17_14_54_821.jpg, D:\data\IMG\right_2020_04_10_17_14_54_821.jpg, -0.4356156, 1, 0, 2.921095
D:\data\IMG\center_2020_04_10_17_14_54_923.jpg, D:\data\IMG\left_2020_04_10_17_14_54_923.jpg, D:\data\IMG\right_2020_04_10_17_14_54_923.jpg, -0.1966134, 1, 0, 4.098427
D:\data\IMG\center_2020_04_10_17_14_55_024.jpg, D:\data\IMG\left_2020_04_10_17_14_55_024.jpg, D:\data\IMG\right_2020_04_10_17_14_55_024.jpg, -0.4249461, 1, 0, 5.249876
D:\data\IMG\center_2020_04_10_17_14_55_126.jpg, D:\data\IMG\left_2020_04_10_17_14_55_126.jpg, D:\data\IMG\right_2020_04_10_17_14_55_126.jpg, -0.4505144, 1, 0, 6.371787
D:\data\IMG\center_2020_04_10_17_14_55_228.jpg, D:\data\IMG\left_2020_04_10_17_14_55_228.jpg, D:\data\IMG\right_2020_04_10_17_14_55_228.jpg, -0.1444383, 1, 0, 7.520382
D:\data\IMG\center_2020_04_10_17_14_55_330.jpg, D:\data\IMG\left_2020_04_10_17_14_55_330.jpg, D:\data\IMG\right_2020_04_10_17_14_55_330.jpg, 0, 1, 0, 8.866688
D:\data\IMG\center_2020_04_10_17_14_55_434.jpg, D:\data\IMG\left_2020_04_10_17_14_55_434.jpg, D:\data\IMG\right_2020_04_10_17_14_55_434.jpg, 0, 1, 0, 9.984917
D:\data\IMG\center_2020_04_10_17_14_55_536.jpg, D:\data\IMG\left_2020_04_10_17_14_55_536.jpg, D:\data\IMG\right_2020_04_10_17_14_55_536.jpg, 0, 1, 0, 11.09236
D:\data\IMG\center_2020_04_10_17_14_55_638.jpg, D:\data\IMG\left_2020_04_10_17_14_55_638.jpg, D:\data\IMG\right_2020_04_10_17_14_55_638.jpg, -0.2915784, 1, 0, 11.95835
D:\data\IMG\center_2020_04_10_17_14_55_740.jpg, D:\data\IMG\left_2020_04_10_17_14_55_740.jpg, D:\data\IMG\right_2020_04_10_17_14_55_740.jpg, -0.5901168, 1, 0, 13.1486
D:\data\IMG\center_2020_04_10_17_14_55_842.jpg, D:\data\IMG\left_2020_04_10_17_14_55_842.jpg, D:\data\IMG\right_2020_04_10_17_14_55_842.jpg, -0.7010937, 1, 0, 13.98411
D:\data\IMG\center_2020_04_10_17_14_55_944.jpg, D:\data\IMG\left_2020_04_10_17_14_55_944.jpg, D:\data\IMG\right_2020_04_10_17_14_55_944.jpg, -0.4076416, 1, 0, 15.23803
D:\data\IMG\center_2020_04_10_17_14_56_046.jpg, D:\data\IMG\left_2020_04_10_17_14_56_046.jpg, D:\data\IMG\right_2020_04_10_17_14_56_046.jpg, -0.1124068, 1, 0, 16.0635
D:\data\IMG\center_2020_04_10_17_14_56_148.jpg, D:\data\IMG\left_2020_04_10_17_14_56_148.jpg, D:\data\IMG\right_2020_04_10_17_14_56_148.jpg, 0, 1, 0, 17.27655
D:\data\IMG\center_2020_04_10_17_14_56_249.jpg, D:\data\IMG\left_2020_04_10_17_14_56_249.jpg, D:\data\IMG\right_2020_04_10_17_14_56_249.jpg, 0, 1, 0, 18.2611
D:\data\IMG\center_2020_04_10_17_14_56_351.jpg, D:\data\IMG\left_2020_04_10_17_14_56_351.jpg, D:\data\IMG\right_2020_04_10_17_14_56_351.jpg, 0, 1, 0, 19.50127
D:\data\IMG\center_2020_04_10_17_14_56_455.jpg, D:\data\IMG\left_2020_04_10_17_14_56_455.jpg, D:\data\IMG\right_2020_04_10_17_14_56_455.jpg, 0, 1, 0, 20.51091
D:\data\IMG\center_2020_04_10_17_14_56_559.jpg, D:\data\IMG\left_2020_04_10_17_14_56_559.jpg, D:\data\IMG\right_2020_04_10_17_14_56_559.jpg, -0.0835935, 1, 0, 21.51657
D:\data\IMG\center_2020_04_10_17_14_56_662.jpg, D:\data\IMG\left_2020_04_10_17_14_56_662.jpg, D:\data\IMG\right_2020_04_10_17_14_56_662.jpg, -0.3872634, 1, 0, 22.43009
D:\data\IMG\center_2020_04_10_17_14_56_765.jpg, D:\data\IMG\left_2020_04_10_17_14_56_765.jpg, D:\data\IMG\right_2020_04_10_17_14_56_765.jpg, -0.3088401, 1, 0, 23.30681
D:\data\IMG\center_2020_04_10_17_14_56_865.jpg, D:\data\IMG\left_2020_04_10_17_14_56_865.jpg, D:\data\IMG\right_2020_04_10_17_14_56_865.jpg, -0.009045293, 1, 0, 24.28103
D:\data\IMG\center_2020_04_10_17_14_56_968.jpg, D:\data\IMG\left_2020_04_10_17_14_56_968.jpg, D:\data\IMG\right_2020_04_10_17_14_56_968.jpg, 0, 1, 0, 25.2343
D:\data\IMG\center_2020_04_10_17_14_57_071.jpg, D:\data\IMG\left_2020_04_10_17_14_57_071.jpg, D:\data\IMG\right_2020_04_10_17_14_57_071.jpg, 0, 1, 0, 26.37712
D:\data\IMG\center_2020_04_10_17_14_57_172.jpg, D:\data\IMG\left_2020_04_10_17_14_57_172.jpg, D:\data\IMG\right_2020_04_10_17_14_57_172.jpg, -0.0119523, 1, 0, 27.32003
D:\data\IMG\center_2020_04_10_17_14_57_272.jpg, D:\data\IMG\left_2020_04_10_17_14_57_272.jpg, D:\data\IMG\right_2020_04_10_17_14_57_272.jpg, -0.3124959, 1, 0, 28.20378
D:\data\IMG\center_2020_04_10_17_14_57_375.jpg, D:\data\IMG\left_2020_04_10_17_14_57_375.jpg, D:\data\IMG\right_2020_04_10_17_14_57_375.jpg, -0.01607578, 1, 0, 29.11763
D:\data\IMG\center_2020_04_10_17_14_57_476.jpg, D:\data\IMG\left_2020_04_10_17_14_57_476.jpg, D:\data\IMG\right_2020_04_10_17_14_57_476.jpg, 0, 1, 0, 30.02956
D:\data\IMG\center_2020_04_10_17_14_57_578.jpg, D:\data\IMG\left_2020_04_10_17_14_57_578.jpg, D:\data\IMG\right_2020_04_10_17_14_57_578.jpg, 0, 1, 0, 30.19022
D:\data\IMG\center_2020_04_10_17_14_57_681.jpg, D:\data\IMG\left_2020_04_10_17_14_57_681.jpg, D:\data\IMG\right_2020_04_10_17_14_57_681.jpg, 0, 1, 0, 30.19024
D:\data\IMG\center_2020_04_10_17_14_57_784.jpg, D:\data\IMG\left_2020_04_10_17_14_57_784.jpg, D:\data\IMG\right_2020_04_10_17_14_57_784.jpg, -0.2878737, 1, 0, 30.17053
D:\data\IMG\center_2020_04_10_17_14_57_886.jpg, D:\data\IMG\left_2020_04_10_17_14_57_886.jpg, D:\data\IMG\right_2020_04_10_17_14_57_886.jpg, -0.5819085, 1, 0, 30.13162
D:\data\IMG\center_2020_04_10_17_14_57_986.jpg, D:\data\IMG\left_2020_04_10_17_14_57_986.jpg, D:\data\IMG\right_2020_04_10_17_14_57_986.jpg, -0.5889521, 1, 0, 30.16116
D:\data\IMG\center_2020_04_10_17_14_58_088.jpg, D:\data\IMG\left_2020_04_10_17_14_58_088.jpg, D:\data\IMG\right_2020_04_10_17_14_58_088.jpg, -0.2923142, 1, 0, 30.19727
D:\data\IMG\center_2020_04_10_17_14_58_190.jpg, D:\data\IMG\left_2020_04_10_17_14_58_190.jpg, D:\data\IMG\right_2020_04_10_17_14_58_190.jpg, 0, 1, 0, 30.18486
D:\data\IMG\center_2020_04_10_17_14_58_294.jpg, D:\data\IMG\left_2020_04_10_17_14_58_294.jpg, D:\data\IMG\right_2020_04_10_17_14_58_294.jpg, 0, 1, 0, 30.18941
D:\data\IMG\center_2020_04_10_17_14_58_395.jpg, D:\data\IMG\left_2020_04_10_17_14_58_395.jpg, D:\data\IMG\right_2020_04_10_17_14_58_395.jpg, 0.1164432, 1, 0, 30.18498
D:\data\IMG\center_2020_04_10_17_14_58_497.jpg, D:\data\IMG\left_2020_04_10_17_14_58_497.jpg, D:\data\IMG\right_2020_04_10_17_14_58_497.jpg, 0.4113726, 1, 0, 30.15214
D:\data\IMG\center_2020_04_10_17_14_58_600.jpg, D:\data\IMG\left_2020_04_10_17_14_58_600.jpg, D:\data\IMG\right_2020_04_10_17_14_58_600.jpg, 0.1389492, 1, 0, 30.19032
D:\data\IMG\center_2020_04_10_17_14_58_701.jpg, D:\data\IMG\left_2020_04_10_17_14_58_701.jpg, D:\data\IMG\right_2020_04_10_17_14_58_701.jpg, 0, 1, 0, 30.18859
D:\data\IMG\center_2020_04_10_17_14_58_824.jpg, D:\data\IMG\left_2020_04_10_17_14_58_824.jpg, D:\data\IMG\right_2020_04_10_17_14_58_824.jpg, -0.3660225, 1, 0, 30.16072
D:\data\IMG\center_2020_04_10_17_14_58_924.jpg, D:\data\IMG\left_2020_04_10_17_14_58_924.jpg, D:\data\IMG\right_2020_04_10_17_14_58_924.jpg, -0.6284589, 1, 0, 30.12806
D:\data\IMG\center_2020_04_10_17_14_59_025.jpg, D:\data\IMG\left_2020_04_10_17_14_59_025.jpg, D:\data\IMG\right_2020_04_10_17_14_59_025.jpg, -0.4126901, 1, 0, 30.18824
D:\data\IMG\center_2020_04_10_17_14_59_126.jpg, D:\data\IMG\left_2020_04_10_17_14_59_126.jpg, D:\data\IMG\right_2020_04_10_17_14_59_126.jpg, -0.1116842, 1, 0, 30.19522
D:\data\IMG\center_2020_04_10_17_14_59_228.jpg, D:\data\IMG\left_2020_04_10_17_14_59_228.jpg, D:\data\IMG\right_2020_04_10_17_14_59_228.jpg, 0, 1, 0, 30.18532
D:\data\IMG\center_2020_04_10_17_14_59_332.jpg, D:\data\IMG\left_2020_04_10_17_14_59_332.jpg, D:\data\IMG\right_2020_04_10_17_14_59_332.jpg, 0.3120255, 1, 0, 30.15745
D:\data\IMG\center_2020_04_10_17_14_59_433.jpg, D:\data\IMG\left_2020_04_10_17_14_59_433.jpg, D:\data\IMG\right_2020_04_10_17_14_59_433.jpg, 0.61554, 1, 0, 30.0806
D:\data\IMG\center_2020_04_10_17_14_59_535.jpg, D:\data\IMG\left_2020_04_10_17_14_59_535.jpg, D:\data\IMG\right_2020_04_10_17_14_59_535.jpg, 0.9098628, 1, 0, 30.11118
D:\data\IMG\center_2020_04_10_17_14_59_636.jpg, D:\data\IMG\left_2020_04_10_17_14_59_636.jpg, D:\data\IMG\right_2020_04_10_17_14_59_636.jpg, 0.8225048, 1, 0, 30.16296
D:\data\IMG\center_2020_04_10_17_14_59_739.jpg, D:\data\IMG\left_2020_04_10_17_14_59_739.jpg, D:\data\IMG\right_2020_04_10_17_14_59_739.jpg, 0.523474, 1, 0, 30.20465
D:\data\IMG\center_2020_04_10_17_14_59_840.jpg, D:\data\IMG\left_2020_04_10_17_14_59_840.jpg, D:\data\IMG\right_2020_04_10_17_14_59_840.jpg, 0.2191255, 1, 0, 30.20255
D:\data\IMG\center_2020_04_10_17_14_59_942.jpg, D:\data\IMG\left_2020_04_10_17_14_59_942.jpg, D:\data\IMG\right_2020_04_10_17_14_59_942.jpg, -0.0491466, 1, 0, 30.18516
D:\data\IMG\center_2020_04_10_17_15_00_043.jpg, D:\data\IMG\left_2020_04_10_17_15_00_043.jpg, D:\data\IMG\right_2020_04_10_17_15_00_043.jpg, -0.3505398, 1, 0, 30.14677
D:\data\IMG\center_2020_04_10_17_15_00_147.jpg, D:\data\IMG\left_2020_04_10_17_15_00_147.jpg, D:\data\IMG\right_2020_04_10_17_15_00_147.jpg, -0.6533812, 1, 0, 30.11646
D:\data\IMG\center_2020_04_10_17_15_00_251.jpg, D:\data\IMG\left_2020_04_10_17_15_00_251.jpg, D:\data\IMG\right_2020_04_10_17_15_00_251.jpg, -1, 0.67825, 0, 30.00977
D:\data\IMG\center_2020_04_10_17_15_00_351.jpg, D:\data\IMG\left_2020_04_10_17_15_00_351.jpg, D:\data\IMG\right_2020_04_10_17_15_00_351.jpg, -1, 0.3778813, 0, 29.86397
D:\data\IMG\center_2020_04_10_17_15_00_455.jpg, D:\data\IMG\left_2020_04_10_17_15_00_455.jpg, D:\data\IMG\right_2020_04_10_17_15_00_455.jpg, -0.8502352, 0.0805087, 0, 29.5673
D:\data\IMG\center_2020_04_10_17_15_00_563.jpg, D:\data\IMG\left_2020_04_10_17_15_00_563.jpg, D:\data\IMG\right_2020_04_10_17_15_00_563.jpg, -0.5351315, 0, 0, 29.33436
D:\data\IMG\center_2020_04_10_17_15_00_663.jpg, D:\data\IMG\left_2020_04_10_17_15_00_663.jpg, D:\data\IMG\right_2020_04_10_17_15_00_663.jpg, -0.2490563, 0, 0, 29.11138
D:\data\IMG\center_2020_04_10_17_15_00_768.jpg, D:\data\IMG\left_2020_04_10_17_15_00_768.jpg, D:\data\IMG\right_2020_04_10_17_15_00_768.jpg, 0, 0, 0, 28.80146
D:\data\IMG\center_2020_04_10_17_15_00_870.jpg, D:\data\IMG\left_2020_04_10_17_15_00_870.jpg, D:\data\IMG\right_2020_04_10_17_15_00_870.jpg, 0, 0, 0, 28.50198
D:\data\IMG\center_2020_04_10_17_15_00_971.jpg, D:\data\IMG\left_2020_04_10_17_15_00_971.jpg, D:\data\IMG\right_2020_04_10_17_15_00_971.jpg, 0, 0, 0, 28.15799
D:\data\IMG\center_2020_04_10_17_15_01_084.jpg, D:\data\IMG\left_2020_04_10_17_15_01_084.jpg, D:\data\IMG\right_2020_04_10_17_15_01_084.jpg, 0.3346158, 0, 0, 27.72873
D:\data\IMG\center_2020_04_10_17_15_01_185.jpg, D:\data\IMG\left_2020_04_10_17_15_01_185.jpg, D:\data\IMG\right_2020_04_10_17_15_01_185.jpg, 0.0618399, 0, 0, 27.44208
D:\data\IMG\center_2020_04_10_17_15_01_287.jpg, D:\data\IMG\left_2020_04_10_17_15_01_287.jpg, D:\data\IMG\right_2020_04_10_17_15_01_287.jpg, 0.2861346, 0, 0, 27.1494
D:\data\IMG\center_2020_04_10_17_15_01_391.jpg, D:\data\IMG\left_2020_04_10_17_15_01_391.jpg, D:\data\IMG\right_2020_04_10_17_15_01_391.jpg, 0.02111851, 0, 0, 26.81466
D:\data\IMG\center_2020_04_10_17_15_01_495.jpg, D:\data\IMG\left_2020_04_10_17_15_01_495.jpg, D:\data\IMG\right_2020_04_10_17_15_01_495.jpg, 0, 0, 0, 26.5395
D:\data\IMG\center_2020_04_10_17_15_01_598.jpg, D:\data\IMG\left_2020_04_10_17_15_01_598.jpg, D:\data\IMG\right_2020_04_10_17_15_01_598.jpg, -0.0916341, 0, 0, 26.26801
D:\data\IMG\center_2020_04_10_17_15_01_701.jpg, D:\data\IMG\left_2020_04_10_17_15_01_701.jpg, D:\data\IMG\right_2020_04_10_17_15_01_701.jpg, -0.3016893, 0, 0, 25.90817
D:\data\IMG\center_2020_04_10_17_15_01_800.jpg, D:\data\IMG\left_2020_04_10_17_15_01_800.jpg, D:\data\IMG\right_2020_04_10_17_15_01_800.jpg, -0.001052951, 0, 0, 25.64411
D:\data\IMG\center_2020_04_10_17_15_01_902.jpg, D:\data\IMG\left_2020_04_10_17_15_01_902.jpg, D:\data\IMG\right_2020_04_10_17_15_01_902.jpg, 0, 0.0939846, 0, 25.39324
D:\data\IMG\center_2020_04_10_17_15_02_002.jpg, D:\data\IMG\left_2020_04_10_17_15_02_002.jpg, D:\data\IMG\right_2020_04_10_17_15_02_002.jpg, 0, 0.3965148, 0, 25.44037
D:\data\IMG\center_2020_04_10_17_15_02_103.jpg, D:\data\IMG\left_2020_04_10_17_15_02_103.jpg, D:\data\IMG\right_2020_04_10_17_15_02_103.jpg, 0, 0.6948372, 0, 25.85114
D:\data\IMG\center_2020_04_10_17_15_02_204.jpg, D:\data\IMG\left_2020_04_10_17_15_02_204.jpg, D:\data\IMG\right_2020_04_10_17_15_02_204.jpg, 0, 0.9964191, 0, 26.62936
D:\data\IMG\center_2020_04_10_17_15_02_306.jpg, D:\data\IMG\left_2020_04_10_17_15_02_306.jpg, D:\data\IMG\right_2020_04_10_17_15_02_306.jpg, -0.0694935, 1, 0, 27.5727
D:\data\IMG\center_2020_04_10_17_15_02_407.jpg, D:\data\IMG\left_2020_04_10_17_15_02_407.jpg, D:\data\IMG\right_2020_04_10_17_15_02_407.jpg, -0.3691097, 0.7480162, 0, 28.28213
D:\data\IMG\center_2020_04_10_17_15_02_512.jpg, D:\data\IMG\left_2020_04_10_17_15_02_512.jpg, D:\data\IMG\right_2020_04_10_17_15_02_512.jpg, -0.05258304, 0.3827263, 0, 28.72927
D:\data\IMG\center_2020_04_10_17_15_02_620.jpg, D:\data\IMG\left_2020_04_10_17_15_02_620.jpg, D:\data\IMG\right_2020_04_10_17_15_02_620.jpg, 0, 0.08461273, 0, 28.7274
D:\data\IMG\center_2020_04_10_17_15_02_724.jpg, D:\data\IMG\left_2020_04_10_17_15_02_724.jpg, D:\data\IMG\right_2020_04_10_17_15_02_724.jpg, 0, 0, 0, 28.44869
D:\data\IMG\center_2020_04_10_17_15_02_828.jpg, D:\data\IMG\left_2020_04_10_17_15_02_828.jpg, D:\data\IMG\right_2020_04_10_17_15_02_828.jpg, 0, 0.0790626, 0, 28.16873
D:\data\IMG\center_2020_04_10_17_15_02_927.jpg, D:\data\IMG\left_2020_04_10_17_15_02_927.jpg, D:\data\IMG\right_2020_04_10_17_15_02_927.jpg, 0, 0.3862065, 0, 28.18294
D:\data\IMG\center_2020_04_10_17_15_03_032.jpg, D:\data\IMG\left_2020_04_10_17_15_03_032.jpg, D:\data\IMG\right_2020_04_10_17_15_03_032.jpg, -0.1778403, 0.7410654, 0, 28.6605
D:\data\IMG\center_2020_04_10_17_15_03_135.jpg, D:\data\IMG\left_2020_04_10_17_15_03_135.jpg, D:\data\IMG\right_2020_04_10_17_15_03_135.jpg, -0.1642902, 1, 0, 29.38003
D:\data\IMG\center_2020_04_10_17_15_03_237.jpg, D:\data\IMG\left_2020_04_10_17_15_03_237.jpg, D:\data\IMG\right_2020_04_10_17_15_03_237.jpg, 0, 1, 0, 30.18764
D:\data\IMG\center_2020_04_10_17_15_03_338.jpg, D:\data\IMG\left_2020_04_10_17_15_03_338.jpg, D:\data\IMG\right_2020_04_10_17_15_03_338.jpg, -0.2795133, 1, 0, 30.17569
D:\data\IMG\center_2020_04_10_17_15_03_443.jpg, D:\data\IMG\left_2020_04_10_17_15_03_443.jpg, D:\data\IMG\right_2020_04_10_17_15_03_443.jpg, -0.01837503, 1, 0, 30.18984
D:\data\IMG\center_2020_04_10_17_15_03_545.jpg, D:\data\IMG\left_2020_04_10_17_15_03_545.jpg, D:\data\IMG\right_2020_04_10_17_15_03_545.jpg, 0, 1, 0, 30.1884
D:\data\IMG\center_2020_04_10_17_15_03_646.jpg, D:\data\IMG\left_2020_04_10_17_15_03_646.jpg, D:\data\IMG\right_2020_04_10_17_15_03_646.jpg, 0, 1, 0, 30.19015
D:\data\IMG\center_2020_04_10_17_15_03_749.jpg, D:\data\IMG\left_2020_04_10_17_15_03_749.jpg, D:\data\IMG\right_2020_04_10_17_15_03_749.jpg, 0, 1, 0, 30.18974
D:\data\IMG\center_2020_04_10_17_15_03_849.jpg, D:\data\IMG\left_2020_04_10_17_15_03_849.jpg, D:\data\IMG\right_2020_04_10_17_15_03_849.jpg, 0, 1, 0, 30.19061
D:\data\IMG\center_2020_04_10_17_15_03_952.jpg, D:\data\IMG\left_2020_04_10_17_15_03_952.jpg, D:\data\IMG\right_2020_04_10_17_15_03_952.jpg, 0, 1, 0, 30.19029
D:\data\IMG\center_2020_04_10_17_15_04_055.jpg, D:\data\IMG\left_2020_04_10_17_15_04_055.jpg, D:\data\IMG\right_2020_04_10_17_15_04_055.jpg, -0.2979132, 1, 0, 30.1683
D:\data\IMG\center_2020_04_10_17_15_04_155.jpg, D:\data\IMG\left_2020_04_10_17_15_04_155.jpg, D:\data\IMG\right_2020_04_10_17_15_04_155.jpg, -0.2470615, 1, 0, 30.18691
D:\data\IMG\center_2020_04_10_17_15_04_257.jpg, D:\data\IMG\left_2020_04_10_17_15_04_257.jpg, D:\data\IMG\right_2020_04_10_17_15_04_257.jpg, 0, 1, 0, 30.18731
D:\data\IMG\center_2020_04_10_17_15_04_360.jpg, D:\data\IMG\left_2020_04_10_17_15_04_360.jpg, D:\data\IMG\right_2020_04_10_17_15_04_360.jpg, 0, 1, 0, 30.18998
D:\data\IMG\center_2020_04_10_17_15_04_465.jpg, D:\data\IMG\left_2020_04_10_17_15_04_465.jpg, D:\data\IMG\right_2020_04_10_17_15_04_465.jpg, 0, 1, 0, 30.18992
D:\data\IMG\center_2020_04_10_17_15_04_567.jpg, D:\data\IMG\left_2020_04_10_17_15_04_567.jpg, D:\data\IMG\right_2020_04_10_17_15_04_567.jpg, 0, 1, 0, 30.18873
D:\data\IMG\center_2020_04_10_17_15_04_669.jpg, D:\data\IMG\left_2020_04_10_17_15_04_669.jpg, D:\data\IMG\right_2020_04_10_17_15_04_669.jpg, 0, 1, 0, 30.19036
D:\data\IMG\center_2020_04_10_17_15_04_770.jpg, D:\data\IMG\left_2020_04_10_17_15_04_770.jpg, D:\data\IMG\right_2020_04_10_17_15_04_770.jpg, 0, 1, 0, 30.18957
D:\data\IMG\center_2020_04_10_17_15_04_872.jpg, D:\data\IMG\left_2020_04_10_17_15_04_872.jpg, D:\data\IMG\right_2020_04_10_17_15_04_872.jpg, 0, 1, 0, 30.19051
D:\data\IMG\center_2020_04_10_17_15_04_975.jpg, D:\data\IMG\left_2020_04_10_17_15_04_975.jpg, D:\data\IMG\right_2020_04_10_17_15_04_975.jpg, 0, 1, 0, 30.19036
D:\data\IMG\center_2020_04_10_17_15_05_079.jpg, D:\data\IMG\left_2020_04_10_17_15_05_079.jpg, D:\data\IMG\right_2020_04_10_17_15_05_079.jpg, 0, 1, 0, 30.19038
D:\data\IMG\center_2020_04_10_17_15_05_182.jpg, D:\data\IMG\left_2020_04_10_17_15_05_182.jpg, D:\data\IMG\right_2020_04_10_17_15_05_182.jpg, 0, 1, 0, 30.19038
D:\data\IMG\center_2020_04_10_17_15_05_282.jpg, D:\data\IMG\left_2020_04_10_17_15_05_282.jpg, D:\data\IMG\right_2020_04_10_17_15_05_282.jpg, -0.1213722, 1, 0, 30.18628
D:\data\IMG\center_2020_04_10_17_15_05_382.jpg, D:\data\IMG\left_2020_04_10_17_15_05_382.jpg, D:\data\IMG\right_2020_04_10_17_15_05_382.jpg, -0.1666323, 1, 0, 30.18795
D:\data\IMG\center_2020_04_10_17_15_05_483.jpg, D:\data\IMG\left_2020_04_10_17_15_05_483.jpg, D:\data\IMG\right_2020_04_10_17_15_05_483.jpg, 0, 1, 0, 30.18974
D:\data\IMG\center_2020_04_10_17_15_05_587.jpg, D:\data\IMG\left_2020_04_10_17_15_05_587.jpg, D:\data\IMG\right_2020_04_10_17_15_05_587.jpg, 0, 1, 0, 30.19009
D:\data\IMG\center_2020_04_10_17_15_05_691.jpg, D:\data\IMG\left_2020_04_10_17_15_05_691.jpg, D:\data\IMG\right_2020_04_10_17_15_05_691.jpg, 0, 1, 0, 30.19054
D:\data\IMG\center_2020_04_10_17_15_05_795.jpg, D:\data\IMG\left_2020_04_10_17_15_05_795.jpg, D:\data\IMG\right_2020_04_10_17_15_05_795.jpg, -0.111522, 1, 0, 30.187
D:\data\IMG\center_2020_04_10_17_15_05_897.jpg, D:\data\IMG\left_2020_04_10_17_15_05_897.jpg, D:\data\IMG\right_2020_04_10_17_15_05_897.jpg, -0.2534268, 1, 0, 30.17862
D:\data\IMG\center_2020_04_10_17_15_05_999.jpg, D:\data\IMG\left_2020_04_10_17_15_05_999.jpg, D:\data\IMG\right_2020_04_10_17_15_05_999.jpg, 0, 1, 0, 30.18897
D:\data\IMG\center_2020_04_10_17_15_06_102.jpg, D:\data\IMG\left_2020_04_10_17_15_06_102.jpg, D:\data\IMG\right_2020_04_10_17_15_06_102.jpg, 0, 1, 0, 30.19008
D:\data\IMG\center_2020_04_10_17_15_06_205.jpg, D:\data\IMG\left_2020_04_10_17_15_06_205.jpg, D:\data\IMG\right_2020_04_10_17_15_06_205.jpg, 0, 1, 0, 30.19024
D:\data\IMG\center_2020_04_10_17_15_06_306.jpg, D:\data\IMG\left_2020_04_10_17_15_06_306.jpg, D:\data\IMG\right_2020_04_10_17_15_06_306.jpg, 0, 1, 0, 30.19023
D:\data\IMG\center_2020_04_10_17_15_06_406.jpg, D:\data\IMG\left_2020_04_10_17_15_06_406.jpg, D:\data\IMG\right_2020_04_10_17_15_06_406.jpg, 0, 1, 0, 30.19025
D:\data\IMG\center_2020_04_10_17_15_06_527.jpg, D:\data\IMG\left_2020_04_10_17_15_06_527.jpg, D:\data\IMG\right_2020_04_10_17_15_06_527.jpg, 0, 1, 0, 30.19023
